11,P,Frankie Scalzo Jr.,R,Iowa,Demoted,No
53,P,Collin Snider,R,Iowa,Active,No
49,P,Trent Thornton,R,Iowa,Promoted,Yes
7,INF,James Triantos,R,Iowa,Active,Yes
21,P,Vince Velasquez,R,Iowa,Active,No
21,P,Vince Velasquez,R,Iowa,Free Agent,No
32,P,Jordan Wicks,L,Iowa,Rehab Assignment,Yes
22,P,Jaxon Wiggins,R,Iowa,Injured List,No
,P,Kyle Wright,R,Iowa,60-day IL,No
4,C,Eric Yang,R,Iowa,Active,No
11,INF,Maximo Acosta,R,Jacksonville,Injured List,Yes
18,P,Garrett Acton (MIN),R,Jacksonville,Traded,No
12,OF,Kemp Alderman,R,Jacksonville,Active,No
1,INF,Jesús Bastidas,R,Jacksonville,Active,No
15,INF,Jacob Berry,S,Jacksonville,Active,No
31,P,Bradley Blalock,R,Jacksonville,Active,Yes
18,P,Zach Brzykcy,R,Jacksonville,Active,No
22,INF,Deyvison De Los Santos,R,Jacksonville,Active,Yes
37,P,Josh Ekness,R,Jacksonville,Not Yet Reported,Yes
3,OF,Matthew Etzel,L,Jacksonville,Active,No
32,P,Dax Fulton,L,Jacksonville,Active,Yes
20,P,Braxton Garrett,L,Jacksonville,Promoted,Yes
26,P,Cade Gibson,L,Jacksonville,Active,Yes
36,P,Ryan Gusto,R,Jacksonville,Active,Yes
10,OF,Heriberto Hernández,R,Jacksonville,Promoted,Yes
9,C,Bennett Hostetler,R,Jacksonville,Active,No
7,OF,Daniel Johnson,L,Jacksonville,Free Agent,No
40,P,Stephen Jones,R,Jacksonville,Active,No
33,P,William Kempner,R,Jacksonville,Active,Yes
7,P,Justin King,L,Jacksonville,Active,No
34,C,Joe Mack,L,Jacksonville,Promoted,Yes
25,INF,Nathan Martorella,L,Jacksonville,Active,No
29,P,Zach McCambley,R,Jacksonville,Active,No
75,P,Evan McKendry,R,Jacksonville,Injured List,No
21,P,Patrick Monteverde,L,Jacksonville,Active,No
11,OF,Christopher Morel,R,Jacksonville,Promoted,Yes
